user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,session_last_30d,avg_time_on_app,session_conversion_rate,activity_trend_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,account_age_days,was_referred,loyalty_status,age,city,engagement_score,cluster,segment
R07670,0,4,0.0,1,3,4,6,493.92,22.45,22,58.137,17.486,1.195,0.182,0.136,0.227,5.0,64.2,0.0,0.6,4,5,5,4.67,519,1,Silver,51,Nairobi,4.6,2.0,Champions
R07671,0,34,0.0,0,0,3,3,453.66,20.62,22,0.0,16.593,1.145,0.364,0.273,0.364,7.0,134.286,0.0,0.0,1,1,4,2.0,135,1,Silver,28,Cairo,1.75,1.0,Dormant
R07672,1,4,0.0,1,2,5,6,419.88,19.99,21,28.99,17.022,1.086,0.286,0.286,0.048,7.0,104.286,0.143,0.333,4,4,4,4.0,640,0,Bronze,39,Lagos,4.0,2.0,Champions
R07673,0,18,0.0,0,2,4,5,531.06,19.67,27,29.8,14.983,1.211,0.556,0.333,0.222,5.0,165.4,0.4,0.4,2,4,5,3.67,575,1,Gold,26,Nairobi,3.45,3.0,Loyal Riders
R07674,0,1,0.0,1,3,4,7,249.76,19.21,13,45.751,15.337,1.146,0.231,0.385,0.231,7.0,24.429,0.0,0.6,5,5,1,3.67,293,0,Bronze,39,Lagos,4.0,0.0,At-Risk
R07675,0,42,0.0,0,0,2,2,321.38,21.43,15,0.0,17.327,1.167,0.333,0.067,0.133,6.0,81.833,0.0,0.0,1,1,2,1.33,261,1,Bronze,18,Nairobi,1.25,1.0,Dormant
R07676,0,9,0.0,0,1,2,3,285.42,15.86,18,23.84,13.71,1.072,0.5,0.444,0.333,1.0,8.0,0.0,0.333,3,3,1,2.33,448,0,Silver,25,Lagos,2.5,0.0,At-Risk
R07677,0,77,0.0,0,0,0,1,332.28,18.46,18,0.0,15.807,1.094,0.111,0.556,0.333,3.0,44.333,0.0,0.0,1,1,2,1.33,480,0,Bronze,29,Lagos,1.25,1.0,Dormant
R07678,0,32,0.0,0,0,3,5,537.65,22.4,24,0.0,16.913,1.171,0.458,0.333,0.208,3.0,60.0,0.0,0.0,1,1,5,2.33,586,0,Bronze,26,Nairobi,2.0,1.0,Dormant
R07679,0,8,0.0,0,2,2,3,253.93,21.16,12,38.592,16.85,1.225,0.083,0.5,0.417,4.0,34.5,0.0,0.667,4,4,1,3.0,403,1,Bronze,45,Lagos,3.25,2.0,Champions
R07680,0,71,0.0,0,0,0,3,474.66,22.6,21,0.0,16.675,1.205,0.238,0.333,0.429,2.0,28.0,0.0,0.0,1,1,5,2.33,628,0,Bronze,18,Lagos,2.0,1.0,Dormant
R07681,0,21,0.0,0,2,2,7,383.5,18.26,21,43.157,15.49,1.138,0.333,0.667,0.286,4.0,19.5,0.25,0.667,2,4,3,3.0,218,0,Silver,33,Lagos,2.95,2.0,Champions
R07682,0,2,0.0,2,3,3,3,431.8,25.4,17,71.476,19.105,1.271,0.235,0.706,0.176,3.0,88.333,0.0,0.75,5,5,4,4.67,585,0,Bronze,29,Lagos,4.75,2.0,Champions
R07683,0,52,0.0,0,0,1,3,269.06,16.82,16,0.0,15.151,1.075,0.312,0.25,0.312,5.0,59.0,0.0,0.0,1,1,1,1.0,442,0,Bronze,38,Nairobi,1.0,1.0,Dormant
R07684,1,26,0.0,0,2,3,5,345.64,20.33,17,23.64,17.215,1.124,0.235,0.529,0.235,6.0,46.333,0.167,0.5,2,4,2,2.67,164,0,Bronze,40,Lagos,2.7,0.0,At-Risk
R07685,0,0,0.0,1,4,5,6,405.68,17.64,23,92.195,15.478,1.096,0.217,0.261,0.261,5.0,92.0,0.0,0.667,5,5,4,4.67,384,0,Silver,45,Nairobi,4.75,2.0,Champions
R07686,0,9,0.0,0,1,2,3,222.16,18.51,12,11.82,14.348,1.183,0.25,0.5,0.5,4.0,44.0,0.25,0.333,3,3,1,2.33,65,1,Bronze,25,Lagos,2.5,0.0,At-Risk
R07687,0,3,0.0,2,2,3,5,248.02,14.59,17,34.918,13.006,1.1,0.294,0.412,0.176,5.0,26.4,0.0,0.5,5,4,1,3.33,495,1,Silver,38,Lagos,3.65,0.0,At-Risk
R07688,0,46,0.0,0,0,2,2,464.03,19.33,24,0.0,16.831,1.117,0.25,0.25,0.125,2.0,48.5,0.0,0.0,1,1,5,2.33,689,0,Silver,43,Cairo,2.0,1.0,Dormant
R07689,0,25,0.0,0,2,3,3,192.8,21.42,9,67.791,16.396,1.233,0.222,0.111,0.222,3.0,34.667,0.0,0.5,2,4,1,2.33,102,1,Bronze,59,Cairo,2.45,0.0,At-Risk
R07690,0,18,0.0,0,2,3,6,482.01,18.54,26,26.75,15.532,1.135,0.385,0.231,0.231,6.0,17.833,0.167,0.5,2,4,5,3.67,400,1,Silver,33,Nairobi,3.45,2.0,Champions
R07691,0,19,0.0,0,1,2,6,387.39,20.39,19,21.1,16.548,1.137,0.368,0.316,0.421,5.0,184.0,0.0,0.333,2,3,3,2.67,427,0,Bronze,25,Nairobi,2.6,0.0,At-Risk
R07692,0,11,0.0,0,1,1,4,390.74,16.99,23,10.596,14.38,1.122,0.217,0.13,0.217,5.0,19.4,0.0,0.5,3,3,3,3.0,479,0,Bronze,37,Nairobi,3.0,0.0,At-Risk
R07693,0,7,0.0,0,2,4,4,199.21,15.32,13,30.979999999999997,13.432,1.1,0.154,0.538,0.308,4.0,39.0,0.0,0.4,4,4,1,3.0,516,0,Bronze,24,Lagos,3.25,0.0,At-Risk
R07694,0,36,0.0,0,0,3,7,369.29,15.39,24,0.0,14.198,1.058,0.167,0.25,0.25,5.0,41.0,0.0,0.0,1,1,3,1.67,635,1,Bronze,31,Nairobi,1.5,1.0,Dormant
R07695,0,6,0.0,1,1,2,6,251.79,17.99,14,12.66,15.811,1.107,0.214,0.143,0.071,1.0,34.0,0.0,0.333,4,3,1,2.67,126,0,Bronze,18,Cairo,2.9,0.0,At-Risk
R07696,0,19,999.0,0,2,3,3,494.94,21.52,23,57.833,17.767,1.139,0.304,0.348,0.217,,,,0.5,2,4,5,3.67,643,1,Bronze,33,Nairobi,3.45,,
R07697,1,35,0.0,0,0,2,5,253.39,18.1,14,0.0,15.192,1.071,0.357,0.429,0.357,3.0,70.0,1.0,0.0,1,1,1,1.0,502,1,Silver,23,Nairobi,1.0,1.0,Dormant
R07699,0,8,0.0,0,2,6,8,590.25,19.67,30,47.048,16.356,1.113,0.367,0.267,0.333,6.0,331.833,0.0,0.286,4,4,5,4.33,704,1,Silver,26,Nairobi,4.25,2.0,Champions
R07700,0,2,0.0,1,1,1,2,250.61,19.28,13,16.14,15.409,1.146,0.769,0.385,0.308,5.0,53.2,0.6,0.5,5,3,1,3.0,217,0,Gold,41,Nairobi,3.3,3.0,Loyal Riders
R07701,1,37,0.0,0,0,4,5,343.48,16.36,21,0.0,13.533,1.133,0.571,0.19,0.238,6.0,33.833,0.167,0.0,1,1,2,1.33,65,0,Bronze,46,Nairobi,1.25,1.0,Dormant
R07702,0,13,0.0,0,2,4,6,393.27,19.66,20,60.087,15.184,1.19,0.3,0.25,0.3,1.0,28.0,0.0,0.4,3,4,3,3.33,440,0,Silver,23,Nairobi,3.35,2.0,Champions
R07703,0,5,0.0,1,1,2,5,264.46,17.63,15,16.056,14.223,1.127,0.4,0.533,0.133,5.0,17.4,0.2,0.333,4,3,1,2.67,649,0,Bronze,27,Lagos,2.9,0.0,At-Risk
R07704,0,58,0.0,0,0,1,1,232.45,23.24,10,0.0,17.504,1.21,0.7,0.2,0.6,4.0,33.25,0.0,0.0,1,1,1,1.0,92,0,Gold,36,Cairo,1.0,1.0,Dormant
R07705,0,2,0.0,1,1,4,8,431.68,17.27,25,28.930000000000003,14.846,1.08,0.44,0.2,0.12,8.0,259.75,0.375,0.2,5,3,4,4.0,184,0,Bronze,43,Nairobi,4.05,3.0,Loyal Riders
R07706,0,40,0.0,0,0,1,5,369.56,17.6,21,0.0,15.223,1.067,0.238,0.524,0.19,4.0,37.0,0.25,0.0,1,1,3,1.67,469,0,Bronze,40,Lagos,1.5,1.0,Dormant
R07707,0,2,0.0,1,2,5,6,265.33,16.58,16,31.451,14.201,1.119,0.188,0.5,0.188,3.0,341.0,0.333,0.333,5,4,1,3.33,664,0,Bronze,25,Lagos,3.65,0.0,At-Risk
R07708,0,5,0.0,1,3,4,5,362.68,17.27,21,54.6,15.082,1.086,0.524,0.238,0.333,6.0,85.5,0.5,0.6,4,5,3,4.0,715,0,Platinum,39,Nairobi,4.1,3.0,Loyal Riders
R07709,1,30,0.0,0,0,1,1,340.62,17.93,19,0.0,15.034,1.126,0.421,0.263,0.105,2.0,69.5,0.0,0.0,1,1,2,1.33,450,1,Silver,46,Cairo,1.25,1.0,Dormant
R07710,0,16,0.0,0,1,2,5,431.45,17.26,25,9.0,14.868,1.084,0.52,0.2,0.16,6.0,29.5,0.333,0.333,3,3,4,3.33,721,0,Gold,26,Cairo,3.25,3.0,Loyal Riders
R07711,0,37,0.0,0,0,2,5,350.14,17.51,20,0.0,14.265,1.14,0.25,0.6,0.2,5.0,29.0,0.0,0.0,1,1,3,1.67,479,0,Bronze,37,Lagos,1.5,1.0,Dormant
R07712,0,23,0.0,0,1,6,6,415.5,18.89,22,17.990000000000002,15.629,1.114,0.409,0.318,0.182,3.0,19.667,0.0,0.143,2,3,4,3.0,721,0,Silver,29,Lagos,2.85,1.0,Dormant
R07713,0,14,0.0,0,1,4,5,428.42,18.63,23,18.18,15.411,1.126,0.609,0.435,0.174,5.0,13.0,0.8,0.2,3,3,4,3.33,363,1,Gold,40,Lagos,3.25,3.0,Loyal Riders
R07714,0,1,0.0,1,3,4,8,376.12,17.1,22,70.539,15.006,1.123,0.318,0.364,0.273,5.0,92.0,0.0,0.6,5,5,3,4.33,115,0,Silver,35,Cairo,4.5,2.0,Champions
R07715,0,54,0.0,0,0,2,5,424.92,25.0,17,0.0,18.961,1.212,0.294,0.412,0.235,5.0,46.8,0.0,0.0,1,1,4,2.0,258,0,Bronze,46,Lagos,1.75,1.0,Dormant
R07716,0,2,0.0,1,1,2,5,343.44,20.2,17,15.49,16.083,1.153,0.294,0.059,0.235,4.0,81.0,0.25,0.333,5,3,2,3.33,109,0,Silver,31,Cairo,3.55,0.0,At-Risk
R07717,0,43,0.0,0,0,1,1,207.94,17.33,12,0.0,14.744,1.125,0.25,0.167,0.25,6.0,31.667,0.167,0.0,1,1,1,1.0,519,0,Bronze,31,Lagos,1.0,1.0,Dormant
R07718,0,13,0.0,0,2,2,5,352.05,20.71,17,28.574,16.402,1.159,0.235,0.118,0.412,6.0,47.0,0.0,0.667,3,4,3,3.33,278,0,Silver,28,Nairobi,3.35,2.0,Champions
R07719,0,19,0.0,0,1,1,3,370.41,17.64,21,19.239,14.299,1.195,0.381,0.286,0.238,6.0,63.667,0.0,0.5,2,3,3,2.67,466,1,Bronze,35,Cairo,2.6,0.0,At-Risk
R07720,0,15,0.0,0,2,2,5,260.01,16.25,16,37.54,15.021,1.062,0.062,0.375,0.312,10.0,40.9,0.2,0.667,3,4,1,2.67,466,0,Bronze,30,Cairo,2.85,0.0,At-Risk
R07721,0,8,0.0,0,1,1,3,356.45,17.82,20,19.688,16.139,1.065,0.45,0.45,0.35,6.0,83.833,0.0,0.5,4,3,3,3.33,92,0,Bronze,36,Nairobi,3.4,0.0,At-Risk
R07722,0,17,0.0,0,1,5,5,375.17,18.76,20,19.95,16.086,1.1,0.2,0.4,0.25,7.0,38.714,0.0,0.167,2,3,3,2.67,708,1,Bronze,26,Lagos,2.6,1.0,Dormant
R07723,0,6,0.0,1,3,5,7,398.72,17.34,23,48.27,14.203,1.113,0.304,0.348,0.261,5.0,68.8,0.0,0.5,4,5,4,4.33,495,1,Bronze,36,Lagos,4.35,2.0,Champions
R07724,0,21,0.0,0,3,4,6,449.91,22.5,20,61.779999999999994,18.079,1.185,0.1,0.2,0.25,9.0,67.222,0.222,0.6,2,5,4,3.67,456,0,Silver,38,Cairo,3.55,2.0,Champions
R07725,0,6,0.0,1,1,4,6,192.57,16.05,12,15.35,14.431,1.075,0.5,0.167,0.333,1.0,40.0,0.0,0.2,4,3,1,2.67,290,1,Platinum,29,Lagos,2.9,0.0,At-Risk
R07726,0,20,0.0,0,1,2,5,253.18,14.89,17,19.214,12.888,1.076,0.588,0.353,0.235,5.0,134.0,0.0,0.333,2,3,1,2.0,670,0,Silver,31,Nairobi,2.1,0.0,At-Risk
R07727,0,5,0.0,1,4,8,11,370.02,16.82,22,76.295,14.995,1.077,0.409,0.318,0.273,4.0,175.0,0.0,0.444,4,5,3,4.0,490,1,Bronze,28,Cairo,4.1,0.0,At-Risk
R07728,0,34,0.0,0,0,1,5,361.27,18.06,20,0.0,15.181,1.12,0.25,0.35,0.35,5.0,32.6,0.2,0.0,1,1,3,1.67,165,0,Silver,34,Cairo,1.5,1.0,Dormant
R07729,0,6,0.0,1,1,4,6,537.1,25.58,21,19.7,18.449,1.248,0.286,0.714,0.238,7.0,53.857,0.286,0.2,4,3,5,4.0,305,0,Bronze,29,Lagos,3.9,2.0,Champions
R07730,0,1,0.0,1,3,7,8,487.77,18.07,27,33.6,15.437,1.111,0.185,0.481,0.444,6.0,319.167,0.0,0.375,5,5,5,5.0,284,0,Bronze,45,Lagos,5.0,2.0,Champions
R07731,0,17,0.0,0,3,4,5,286.7,17.92,16,44.456,15.002,1.094,0.375,0.375,0.125,6.0,37.667,0.167,0.6,2,5,1,2.67,617,0,Bronze,44,Cairo,2.8,0.0,At-Risk
R07732,0,1,0.0,1,3,5,5,585.92,21.7,27,39.79,16.727,1.23,0.519,0.296,0.222,5.0,62.6,0.4,0.5,5,5,5,5.0,462,0,Gold,46,Cairo,5.0,2.0,Champions
R07733,0,0,0.0,4,8,9,11,599.94,22.22,27,228.033,17.277,1.207,0.37,0.444,0.37,4.0,70.0,0.0,0.8,5,5,5,5.0,225,0,Bronze,45,Lagos,5.0,2.0,Champions
R07734,0,29,0.0,0,1,2,2,321.23,20.08,16,5.98,15.845,1.194,0.312,0.25,0.375,4.0,130.5,0.25,0.333,1,3,2,2.0,144,0,Bronze,39,Lagos,1.95,1.0,Dormant
R07735,1,9,0.0,0,3,3,3,386.95,16.82,23,64.92599999999999,13.645,1.165,0.304,0.217,0.217,5.0,53.6,0.4,0.75,3,5,3,3.67,273,0,Bronze,18,Cairo,3.7,0.0,At-Risk
R07736,0,4,0.0,1,2,4,5,245.37,17.53,14,32.31,15.513,1.064,0.357,0.357,0.143,7.0,34.571,0.0,0.4,4,4,1,3.0,142,0,Bronze,37,Cairo,3.25,0.0,At-Risk
R07737,0,32,0.0,0,0,2,5,459.35,21.87,21,0.0,15.942,1.233,0.286,0.381,0.19,3.0,86.667,0.333,0.0,1,1,4,2.0,72,0,Bronze,36,Cairo,1.75,1.0,Dormant
R07738,0,10,0.0,0,3,4,5,415.09,16.6,25,41.48,14.106,1.108,0.24,0.4,0.36,7.0,80.0,0.0,0.6,3,5,4,4.0,475,1,Bronze,61,Lagos,3.95,0.0,At-Risk
R07739,0,3,0.0,1,3,5,9,403.49,16.81,24,41.504000000000005,15.157,1.05,0.542,0.333,0.333,4.0,230.5,0.5,0.5,5,5,4,4.67,554,0,Platinum,24,Cairo,4.75,3.0,Loyal Riders
R07740,0,24,0.0,0,1,2,4,297.63,16.54,18,10.96,14.387,1.111,0.167,0.222,0.389,4.0,98.0,0.0,0.333,2,3,2,2.33,689,0,Bronze,42,Nairobi,2.35,0.0,At-Risk
R07741,0,17,0.0,0,2,3,3,427.46,18.59,23,44.532,15.441,1.152,0.217,0.391,0.304,2.0,36.0,0.0,0.5,2,4,4,3.33,431,0,Silver,46,Lagos,3.2,2.0,Champions
R07742,1,34,0.0,0,0,4,5,344.13,19.12,18,0.0,16.988,1.089,0.222,0.222,0.389,6.0,43.333,0.167,0.0,1,1,2,1.33,495,0,Silver,53,Nairobi,1.25,1.0,Dormant
R07743,0,19,0.0,0,1,3,3,184.48,18.45,10,21.64,15.854,1.11,0.3,0.2,0.1,2.0,73.5,0.0,0.25,2,3,1,2.0,586,0,Bronze,30,Nairobi,2.1,0.0,At-Risk
R07744,0,11,0.0,0,1,2,3,238.43,14.9,16,20.394,13.031,1.112,0.312,0.25,0.188,8.0,97.625,0.125,0.333,3,3,1,2.33,340,0,Bronze,39,Nairobi,2.5,0.0,At-Risk
R07745,0,8,0.0,0,2,3,6,427.81,17.83,24,24.32,15.696,1.062,0.167,0.375,0.583,11.0,97.636,0.0,0.5,4,4,4,4.0,422,1,Silver,41,Cairo,4.0,2.0,Champions
R07746,0,15,0.0,0,3,4,4,410.79,22.82,18,57.078,16.658,1.25,0.5,0.556,0.167,6.0,36.167,0.0,0.6,3,5,4,4.0,663,0,Silver,37,Lagos,3.95,2.0,Champions
R07747,0,13,0.0,0,1,3,5,381.58,21.2,18,13.68,16.964,1.156,0.167,0.389,0.389,8.0,152.0,0.125,0.25,3,3,3,3.0,533,0,Bronze,44,Lagos,3.0,2.0,Champions
R07748,0,8,0.0,0,3,5,9,431.65,17.27,25,75.918,14.6,1.132,0.2,0.48,0.16,4.0,501.75,0.25,0.5,4,5,4,4.33,698,0,Bronze,40,Lagos,4.35,2.0,Champions
R07749,0,34,0.0,0,0,2,3,407.87,16.31,25,0.0,15.146,1.04,0.28,0.32,0.2,4.0,24.5,0.25,0.0,1,1,4,2.0,256,1,Bronze,34,Cairo,1.75,1.0,Dormant
R07750,0,23,0.0,0,2,6,7,415.18,18.05,23,32.870000000000005,14.625,1.174,0.304,0.652,0.217,9.0,61.0,0.222,0.286,2,4,4,3.33,321,0,Bronze,35,Lagos,3.2,2.0,Champions
R07751,0,22,0.0,0,1,3,5,414.96,21.84,19,13.35,15.793,1.258,0.474,0.263,0.316,2.0,13.5,0.0,0.25,2,3,4,3.0,336,0,Gold,36,Cairo,2.85,2.0,Champions
R07753,0,16,0.0,0,3,5,10,493.84,18.29,27,31.52,14.596,1.181,0.259,0.037,0.222,5.0,81.6,0.2,0.5,3,5,5,4.33,731,0,Bronze,26,Nairobi,4.2,2.0,Champions
R07754,0,0,0.0,1,2,2,2,430.14,18.7,23,26.619999999999997,15.133,1.148,0.348,0.217,0.348,6.0,107.0,0.333,0.667,5,4,4,4.33,304,0,Bronze,43,Nairobi,4.4,2.0,Champions
R07755,0,21,0.0,0,1,2,2,303.08,16.84,18,38.688,14.611,1.089,0.278,0.222,0.167,4.0,20.75,0.0,0.333,2,3,2,2.33,134,1,Bronze,33,Nairobi,2.35,0.0,At-Risk
R07756,0,12,0.0,0,1,1,1,351.19,25.09,14,37.32,19.508,1.171,0.571,0.143,0.143,8.0,70.5,0.5,0.5,3,3,3,3.0,445,0,Platinum,52,Cairo,3.0,3.0,Loyal Riders
R07757,0,9,0.0,0,3,3,5,318.78,16.78,19,31.53,15.161,1.058,0.368,0.105,0.211,7.0,24.0,0.0,0.75,3,5,2,3.33,462,0,Silver,43,Nairobi,3.45,0.0,At-Risk
R07758,0,5,0.0,1,3,4,7,270.14,19.3,14,67.165,16.392,1.121,0.143,0.071,0.143,5.0,17.8,0.0,0.6,4,5,1,3.33,459,0,Bronze,35,Cairo,3.6,0.0,At-Risk
R07759,0,2,0.0,3,3,4,7,377.46,15.73,24,34.17,14.025,1.083,0.208,0.375,0.25,6.0,86.667,0.167,0.6,5,5,3,4.33,432,0,Bronze,25,Nairobi,4.5,0.0,At-Risk
R07760,0,11,0.0,0,3,3,4,299.93,18.75,16,60.762,15.178,1.125,0.5,0.375,0.25,3.0,129.667,0.667,0.75,3,5,2,3.33,305,0,Platinum,41,Nairobi,3.45,3.0,Loyal Riders
R07761,0,13,0.0,0,2,3,4,403.16,17.53,23,27.700000000000003,15.451,1.117,0.348,0.304,0.217,6.0,66.5,0.167,0.5,3,4,4,3.67,649,1,Bronze,26,Nairobi,3.6,2.0,Champions
R07763,0,0,0.0,3,3,3,4,342.74,20.16,17,59.874,15.154,1.241,0.588,0.059,0.294,3.0,119.0,0.0,0.75,5,5,2,4.0,360,1,Bronze,36,Nairobi,4.25,2.0,Champions
R07764,0,14,0.0,0,1,3,4,368.11,16.0,23,9.99,13.705,1.109,0.478,0.13,0.348,6.0,216.333,0.167,0.25,3,3,3,3.0,602,0,Silver,32,Cairo,3.0,0.0,At-Risk
R07765,0,96,0.0,0,0,0,0,293.07,16.28,18,0.0,14.63,1.061,0.278,0.167,0.5,7.0,66.571,0.143,0.0,1,1,2,1.33,730,1,Bronze,42,Nairobi,1.25,1.0,Dormant
R07766,0,7,0.0,0,1,4,10,309.31,15.47,20,15.816,13.982,1.045,0.5,0.25,0.45,4.0,366.5,0.25,0.2,4,3,2,3.0,215,1,Platinum,31,Nairobi,3.15,0.0,At-Risk
R07767,0,0,0.0,1,2,4,4,389.41,17.7,22,38.386,14.35,1.132,0.182,0.455,0.227,3.0,102.667,0.0,0.4,5,4,3,4.0,367,1,Bronze,34,Lagos,4.15,0.0,At-Risk
R07768,1,48,0.0,0,0,2,3,464.27,23.21,20,0.0,18.055,1.185,0.25,0.4,0.2,3.0,27.0,0.0,0.0,1,1,5,2.33,400,1,Bronze,43,Lagos,2.0,1.0,Dormant
R07769,0,2,0.0,1,3,5,5,469.91,23.5,20,33.86,16.125,1.2,0.3,0.25,0.25,5.0,18.4,0.2,0.5,5,5,5,5.0,248,1,Silver,24,Cairo,5.0,2.0,Champions
R07770,1,16,0.0,0,1,4,4,452.46,23.81,19,15.38,17.395,1.232,0.211,0.526,0.211,2.0,83.5,0.0,0.2,3,3,4,3.33,647,0,Bronze,18,Lagos,3.25,2.0,Champions
R07771,0,31,0.0,0,0,2,3,518.82,22.56,23,0.0,17.13,1.204,0.435,0.348,0.435,7.0,90.571,0.286,0.0,1,1,5,2.33,201,0,Silver,25,Cairo,2.0,1.0,Dormant
R07772,0,32,0.0,0,0,2,4,352.98,17.65,20,0.0,15.188,1.095,0.3,0.2,0.25,7.0,65.286,0.0,0.0,1,1,3,1.67,283,0,Bronze,36,Cairo,1.5,1.0,Dormant
R07773,0,70,0.0,0,0,0,3,249.32,17.81,14,0.0,14.669,1.129,0.357,0.5,0.357,5.0,103.8,0.0,0.0,1,1,1,1.0,468,1,Silver,41,Nairobi,1.0,1.0,Dormant
R07774,0,13,0.0,0,1,3,4,606.76,31.93,19,34.588,18.662,1.263,0.526,0.263,0.316,4.0,30.0,0.25,0.25,3,3,5,3.67,421,0,Bronze,29,Cairo,3.5,2.0,Champions
R07775,0,15,0.0,0,2,4,8,306.26,13.32,23,24.58,12.713,1.004,0.348,0.174,0.391,7.0,42.429,0.286,0.4,3,4,2,3.0,209,0,Bronze,38,Cairo,3.1,0.0,At-Risk
R07776,0,2,0.0,1,1,4,4,227.31,17.49,13,10.91,14.334,1.177,0.308,0.615,0.231,4.0,32.5,0.5,0.2,5,3,1,3.0,224,0,Silver,28,Lagos,3.3,3.0,Loyal Riders
R07777,0,23,0.0,0,3,5,6,248.65,20.72,12,85.44200000000001,15.28,1.258,0.167,0.167,0.5,7.0,20.857,0.0,0.5,2,5,1,2.67,381,0,Bronze,45,Nairobi,2.8,0.0,At-Risk
R07778,0,7,0.0,0,1,4,5,570.85,21.96,26,12.34,17.806,1.185,0.308,0.654,0.385,6.0,358.0,0.333,0.2,4,3,5,4.0,606,1,Bronze,23,Lagos,3.9,2.0,Champions
R07779,0,1,0.0,1,2,4,8,426.54,20.31,21,36.327,14.951,1.205,0.524,0.571,0.286,7.0,73.0,0.714,0.4,5,4,4,4.33,652,0,Gold,32,Lagos,4.4,3.0,Loyal Riders
R07780,0,8,0.0,0,2,4,4,429.43,19.52,22,32.235,15.44,1.173,0.409,0.318,0.364,4.0,67.5,0.0,0.4,4,4,4,4.0,133,1,Silver,38,Cairo,4.0,2.0,Champions
R07781,0,36,0.0,0,0,4,6,496.9,20.7,24,0.0,16.132,1.192,0.833,0.5,0.333,6.0,126.333,0.333,0.0,1,1,5,2.33,311,0,Gold,22,Lagos,2.0,1.0,Dormant
R07782,0,2,0.0,1,1,3,5,393.4,17.1,23,18.707,14.868,1.122,0.087,0.304,0.217,8.0,86.375,0.125,0.25,5,3,3,3.67,360,0,Bronze,34,Nairobi,3.8,0.0,At-Risk
R07783,0,2,0.0,1,3,4,5,474.18,20.62,23,68.333,16.178,1.209,0.478,0.478,0.174,3.0,119.667,0.0,0.6,5,5,5,5.0,258,1,Bronze,28,Lagos,5.0,2.0,Champions
R07784,0,18,0.0,0,1,2,3,228.15,16.3,14,32.572,14.101,1.129,0.143,0.286,0.143,12.0,105.167,0.0,0.333,2,3,1,2.0,498,0,Bronze,29,Nairobi,2.1,0.0,At-Risk
R07785,1,31,0.0,0,0,1,1,279.1,18.61,15,0.0,14.702,1.133,0.467,0.467,0.467,11.0,100.0,0.273,0.0,1,1,1,1.0,209,0,Bronze,43,Lagos,1.0,1.0,Dormant
R07786,0,20,0.0,0,1,2,4,369.97,23.12,16,19.38,18.012,1.194,0.125,0.375,0.375,6.0,125.5,0.167,0.333,2,3,3,2.67,104,1,Bronze,31,Nairobi,2.6,2.0,Champions
R07787,1,23,0.0,0,1,3,4,281.84,15.66,18,14.35,13.224,1.117,0.222,0.222,0.167,5.0,69.8,0.0,0.25,2,3,1,2.0,500,1,Bronze,27,Cairo,2.1,0.0,At-Risk
R07788,0,78,0.0,0,0,0,1,299.21,19.95,15,0.0,16.517,1.133,0.333,0.267,0.267,7.0,153.571,0.0,0.0,1,1,2,1.33,699,0,Silver,31,Nairobi,1.25,1.0,Dormant
R07789,0,15,0.0,0,1,3,5,241.79,17.27,14,22.902,14.925,1.114,0.286,0.143,0.286,6.0,159.333,0.333,0.25,3,3,1,2.33,435,0,Silver,31,Cairo,2.5,0.0,At-Risk
R07790,0,10,0.0,0,1,2,4,309.18,18.19,17,15.028,15.976,1.088,0.353,0.294,0.059,3.0,161.333,0.0,0.333,3,3,2,2.67,535,0,Silver,31,Cairo,2.75,0.0,At-Risk
R07791,0,11,0.0,0,1,3,4,298.13,17.54,17,10.74,14.479,1.124,0.294,0.118,0.412,7.0,65.857,0.143,0.25,3,3,2,2.67,472,0,Silver,20,Nairobi,2.75,0.0,At-Risk
R07792,0,6,0.0,1,2,4,4,475.39,20.67,23,41.184,16.081,1.157,0.217,0.478,0.261,4.0,149.25,0.25,0.4,4,4,5,4.33,652,0,Silver,21,Lagos,4.25,2.0,Champions
R07793,0,5,0.0,1,1,3,5,460.41,20.02,23,9.68,15.033,1.248,0.304,0.391,0.391,3.0,28.333,0.333,0.25,4,3,4,3.67,280,0,Bronze,45,Cairo,3.65,2.0,Champions
R07794,0,28,0.0,0,1,1,3,280.05,16.47,17,18.14,13.878,1.124,0.588,0.176,0.294,7.0,24.857,0.286,0.5,2,3,1,2.0,474,0,Gold,23,Nairobi,2.1,0.0,At-Risk
R07795,0,29,0.0,0,1,2,2,241.02,18.54,13,10.968,14.506,1.208,0.077,0.462,0.385,6.0,23.667,0.167,0.333,1,3,1,1.67,627,1,Bronze,40,Lagos,1.7,1.0,Dormant
R07796,0,54,0.0,0,0,2,2,435.06,18.92,23,0.0,15.199,1.191,0.261,0.261,0.391,3.0,71.0,0.0,0.0,1,1,4,2.0,388,1,Bronze,29,Cairo,1.75,1.0,Dormant
R07797,0,9,0.0,0,3,5,6,422.25,23.46,18,82.258,16.907,1.189,0.278,0.056,0.111,6.0,51.0,0.167,0.5,3,5,4,4.0,444,0,Silver,21,Nairobi,3.95,2.0,Champions
